Name,Role,movie_ID
Ryô Kase,Actor,NGZS
Ryô Narita,Actor,TMXD
Ryôko Hirosue,Actor,JCYS
Ryûnosuke Kamiki,Actor,"MJEG, TMXD"
S.S. Rajamouli,Director,"XYUJ, FFWB"
Sabrina Ferilli,Actor,TAZL
Sacha Baron Cohen,Actor,ULKX
Sady Rebbot,Actor,QSHW
Sae-ron Kim,Actor,HZPM
Saeed Jaffrey,Actor,KTVX
Safak Sezer,Actor,IBKD
Sagarika Ghatge,Actor,BTSG
Sahil Vaid,Actor,KBEU
Saif Ali Khan,Actor,"IHAY, WILT"
Saifei He,Actor,CSJX
Sakshi Tanwar,Actor,DVJA
Sakura Andô,Actor,BKXF
Sal Mineo,Actor,MJIR
Salim Kechiouche,Actor,ZGMY
Sally Field,Actor,XROC
Sally Hawkins,Actor,INAY
Sally Yeh,Actor,LPXU
Salman Khan,Actor,"NDSH, PKXR"
Sam Elliott,Actor,"LKPC, OLNP"
Sam Jaffe,Actor,TBEG
Sam Mendes,Director,"SELB, MEII, YYCU, UIXI"
Sam Neill,Actor,"HNFA, VEXM"
Sam Peckinpah,Director,PQEI
Sam Raimi,Director,IRWA
Sam Riley,Actor,KAVQ
Sam Rockwell,Actor,"AMVW, ONCT, JCTT"
Sam Shepard,Actor,"WASM, UBLE"
Sam Waterston,Actor,RMMW
Sam Wood,Actor,QSZP
Sam Wood,Director,FLNM
Sam Worthington,Actor,"QTNQ, AOYO"
Samantha Isler,Actor,BOGV
Samantha Morton,Actor,"KAVQ, OKSE, PQUB, XJHI"
Samia Kerbash,Actor,EEAU
Samuel Armstrong,Actor,TQJR
Samuel E. Wright,Actor,UXJT
Samuel L. Jackson,Actor,"XBYB, POEB, JYKC, FLTS, IIXQ, EOAB"
Sandra Bernhard,Actor,ZFFW
Sandra Bullock,Actor,"VCUW, JAQI, XJKU"
Sandra Milo,Actor,GBJK
Sandy Dennis,Actor,LSYB
Sanjana Sanghi,Actor,KBEU
Sanjay Dutt,Actor,"DGAU, TSLS, OISJ"
Sanjay Leela Bhansali,Director,UQWF
Sanjeev Kumar,Actor,EIZT
Sanya Malhotra,Actor,"DVJA, UKDM"
Saoirse Ronan,Actor,"EBYV, XIVD"
Saori Hayami,Actor,PJCK
Sara Takatsuki,Actor,UARX
Sarah Berry,Actor,IRWA
Sarah Bolger,Actor,XJHI
Sarah Jessica Parker,Actor,DOQA
Sarah Miles,Actor,GACQ
Sarah Polley,Actor,ONVD
Sarah Roemer,Actor,YDDL
Sarah Silverman,Actor,HJPN
Sarah Vowell,Actor,USDZ
Sareh Bayat,Actor,MPOR
Saswata Chatterjee,Actor,KBEU
Sathyaraj,Actor,XYUJ
Satoshi Kon,Director,"VGOI, UERH, SPWS"
Saurabh Shukla,Actor,"NIBA, XEBE"
Saïd Taghmaoui,Actor,LFZU
Scarlett Johansson,Actor,"CIEG, TEBU, SPRT, AZSV, TNTJ, FTZL, FQHJ, FLTS, VFJG"
Scatman Crothers,Actor,XRYP
Scott Adsit,Actor,ALMM
Scott Glenn,Actor,"IEXO, UBLE"
Scott H. Reiniger,Actor,CQPC
Scott Hicks,Director,DPGV
Scott Schwartz,Actor,QBIQ
Scott Weinger,Actor,ZNUF
Seamus Davey-Fitzpatrick,Actor,ADJD
Sean Astin,Actor,OVTQ
Sean Baker,Director,PDLC
Sean Bean,Actor,IDDC
Sean Bridgers,Actor,UJQD
Sean Connery,Actor,"KTVX, DNIZ, PXOD, URCC, LOBJ"
Sean Patrick Flanery,Actor,HZZC
Sean Penn,Actor,"OUKR, ZPBG, ANSZ, NYSS, JHZX, IUYQ"
Sean Penn,Director,FTTD
Sean Young,Actor,VKAV
Sebastian Cabot,Actor,CULF
Sebastian Koch,Actor,"KNYP, EQWZ"
Sebastian Maniscalco,Actor,JZLD
Sebastian Schipper,Director,KWOE
Sela Ward,Actor,ZRXP
Sener Sen,Actor,KPNG
Sergei M. Eisenstein,Director,QHCG
Sergi López,Actor,NRDJ
Sergio Leone,Director,"YGJM, EIOC, RTIM, DBYU, MWKY, ERWD"
Sergio Pablos,Director,TIWG
Sermin Hürmeriç,Actor,KPNG
Sessue Hayakawa,Actor,IXOP
Seth Rogen,Actor,JYAT
Setsuko Hara,Actor,PTZW
Seung-Yun Lee,Actor,KGBR
Seymour Cassel,Actor,YJHP
Shah Rukh Khan,Actor,"WXXJ, BTSG, JMEP, WNXD, IHAY, XXBC"
Shahab Hosseini,Actor,"MPOR, XZFA, OLZB"
Shahid Kapoor,Actor,"EYVL, TDTU, TXGW"
Shailene Woodley,Actor,WEDX
Shameik Moore,Actor,SFMI
Shammi Kapoor,Actor,BBOU
Shane Meadows,Director,"PUNA, HFLQ"
Sharlto Copley,Actor,RZQP
Sharman Joshi,Actor,"AKGX, WJGV"
Sharon Percy,Actor,DTBJ
Sharon Stone,Actor,LYRJ
Sheetal Menon,Actor,WNXD
Shelley Duvall,Actor,XRYP
Shelley Winters,Actor,OXJX
Shernaz Patel,Actor,UQWF
Shigeru Muroi,Actor,XNCG
Shigesato Itoi,Actor,WJTJ
Shilpa Shukla,Actor,BTSG
Shima Iwashita,Actor,GYCD
Shimit Amin,Director,BTSG
Shin Ha-kyun,Actor,IAPX
Shin'ichi Himori,Actor,GVYS
Shin'ichirô Watanabe,Director,WCCG
Shinpachi Tsuji,Actor,SPWS
Shirley Eaton,Actor,PXOD
Shirley MacLaine,Actor,"DHGF, VIVX"
Shishir Sharma,Actor,AEHF
Shoojit Sircar,Director,NUUM
Shraddha Kapoor,Actor,"FZHW, EYVL"
Shraddha Srinath,Actor,GIEH
Shriya Saran,Actor,EBWH
Shôgo Furuya,Actor,UERH
Shûichirô Moriyama,Actor,XYAI
Shûsuke Kaneko,Director,WYJB
Sibel Kekilli,Actor,ARHX
Siddharth,Actor,AKGX
Sidney Blackmer,Actor,PEAR
Sidney Lumet,Director,"MRLG, GQAC, YXGI, XIAN, KYCA"
Sidney Poitier,Actor,"KNLL, RWTJ"
Sidse Babett Knudsen,Actor,FLSU
Sienna Miller,Actor,IJAS
Sigourney Weaver,Actor,"HXZV, LAAU, SYKG, AOYO"
Silvia Pinal,Actor,UQFE
Simon Pegg,Actor,"CTSF, NDVV, PGTO, ABHU"
Simon Yam,Actor,PHZE
Simone Signoret,Actor,UAWM
Sissy Spacek,Actor,"QHNW, SIVZ"
Siu-Lung Leung,Actor,QRJX
Siu-Wong Fan,Actor,PHZE
Slavko Stimac,Actor,KBZK
Slim Pickens,Actor,GLDH
Smit Sheth,Actor,JMEP
Sofia Coppola,Director,TEBU
Soha Ali Khan,Actor,AKGX
Sohum Shah,Actor,"JCPZ, RAGE"
Soia Lira,Actor,DXRS
Soledad Villamil,Actor,VYKO
Solveig Dommartin,Actor,JRKT
Sonam Kapoor,Actor,TCFA
Sondra Locke,Actor,EHDG
Song Wok-suk,Actor,JAHA
Sonia Todd,Actor,DPGV
Sonoya Mizuno,Actor,GICN
Sophie Kennedy Clark,Actor,CEOX
Sophie Marceau,Actor,JQEN
Sophie Okonedo,Actor,FUQU
Sophie Perry,Actor,SRDX
Spencer Tracy,Actor,"KNLL, ZGYZ, EAWD"
Spike Jonze,Director,"AZSV, ZORC, XSLD"
Spike Lee,Actor,TTBT
Spike Lee,Director,"TTBT, APCX, SLAB, ETAC"
Srdjan 'Zika' Todorovic,Actor,JSMP
Sridevi,Actor,UORX
Srinidhi Shetty,Actor,MISJ
Sriram Raghavan,Director,ZIWL
Stanislas Carré de Malberg,Actor,NSDA
Stanley Baker,Actor,VSLQ
Stanley Donen,Director,"EYGR, RWXE"
Stanley Holloway,Actor,"EMHS, OAMT"
Stanley Kramer,Director,"EAWD, KNLL, ZGYZ"
Stanley Kubrick,Director,"ELXV, USCH, JGSD, THHV, AWWI, ZQAY, UOBE, YRDM, XRYP"
Stefania Sandrelli,Actor,QSBQ
Stella Dassas,Actor,TLDZ
Stellan Skarsgård,Actor,"HRGM, GCYZ, WTFR"
Stephen Baldwin,Actor,GIUL
Stephen Boyd,Actor,YYLN
Stephen Chbosky,Director,"XDDL, TTDS"
Stephen Chow,Actor,QRJX
Stephen Chow,Director,QRJX
Stephen Daldry,Director,TKHW
Stephen Frears,Director,CEOX
Stephen Graham,Actor,HFLQ
Stephen Rea,Actor,RRYI
Stephen Tobolowsky,Actor,KYJK
Stephen Trask,Actor,NVWH
Stephen Young,Actor,AYJD
Sterling Hayden,Actor,"USCH, UOBE, EYBU"
Steve Buscemi,Actor,FCIY
Steve Carell,Actor,"YBHZ, ARLH, FHCE"
Steve Coogan,Actor,CEOX
Steve Martin,Actor,HRNT
Steve McQueen,Actor,"LRHN, CUKO, DVXF"
Steve McQueen,Director,ZKUQ
Steve Zahn,Actor,FJOP
Steven Bauer,Actor,LDGN
Steven Soderbergh,Director,SVOT
Steven Spielberg,Director,"TGKX, UVJQ, VEXM, YKAX, URCC, KPGV, HCJX, LVNW, GICZ, OKSE, GPIL, UYGA, WSYR"
Strother Martin,Actor,"CRPU, BXHY"
Stuart Rosenberg,Director,CRPU
Stuart Wolfenden,Actor,PUNA
Sudha Kongara,Director,TZJX
Sujoy Ghosh,Director,DXVH
Sully Boyar,Actor,YXGI
Sumi Shimamoto,Actor,JMHT
Sumita Sanyal,Actor,PTHN
Sunil Dutt,Actor,DGAU
Sunil Shetty,Actor,PTSN
Sunny Pawar,Actor,SHFT
Suraj Sharma,Actor,RWOC
Suriya,Actor,TZJX
Susan Harrison,Actor,VNJG
Susanne Bier,Director,"XHOZ, FLSU"
Susanne Lothar,Actor,KZBR
Sushant Singh Rajput,Actor,"PKBF, FZHW, KBEU, LKUN"
Susumu Terajima,Actor,RMPK
Suzanne Clément,Actor,VMIR
Suzanne Pleshette,Actor,"CAMB, LVTX"
Sylvain Chomet,Director,IFWT
Sylvester Stallone,Actor,"GMCP, GYNR, FZRG"
Sylvia Hoeks,Actor,NMQA
Sylvia Miles,Actor,ELMI
Sylvie Testud,Actor,PIHR
Sô Yamamura,Actor,PTZW
T.J. Miller,Actor,TRNC
Taapsee Pannu,Actor,"EUKE, PRCZ"
Tabu,Actor,"ZIWL, PTSN, EBWH, EYVL, RWOC"
Tae-Hyun Cha,Actor,JAHA
Tae-hoon Kim,Actor,HZPM
Tahar Rahim,Actor,"HCDL, FNGW"
Taika Waititi,Actor,"CIEG, RSFW, RSFW"
Taika Waititi,Director,"CCLK, HNFA, CIEG"
Takako Matsu,Actor,QTEM
Takao Osawa,Actor,NHRO
Takashi Shimura,Actor,"VECC, GVYS, COBI, EXFY"
Takashi Tachibana,Actor,XNCG
Takeshi Aono,Actor,QTFJ
Takeshi Kaneshiro,Actor,"IYLI, HUCQ"
Takeshi Kitano,Actor,"RMPK, DRNP"
Takeshi Kitano,Director,RMPK
Takuya Ishida,Actor,YGIQ
Takuya Kimura,Actor,BECK
Talia Shire,Actor,"GYNR, MRDK"
Tallulah Bankhead,Actor,AWEI
Tamannaah Bhatia,Actor,FFWB
Taner Birsel,Actor,UAPX
Taraji P. Henson,Actor,BYYU
Taraneh Alidoosti,Actor,"XZFA, OLZB"
Taron Egerton,Actor,IIXQ
Tarsem Singh,Director,XTCP
Tarun Arora,Actor,TDTU
Tarô Yamamoto,Actor,DRNP
Tate Taylor,Director,WCHV
Tatsuya Fujiwara,Actor,"DRNP, WYJB, MJEG"
Tatsuya Gashûin,Actor,BECK
Tatsuya Nakadai,Actor,"CIHB, TFQV, VDGU, GYCD, UUQJ, TLVJ"
Tatum O'Neal,Actor,IUXL
Taylor Hackford,Director,"TBKZ, VFVB"
Taylor Sheridan,Director,LMBG
Ted Demme,Director,BHKW
Ted Kotcheff,Director,GMCP
Telly Savalas,Actor,VOZE
Temuera Morrison,Actor,PFKE
Tensai Okamura,Actor,WCCG
Teo Briones,Actor,LMBG
Terence Alexander,Actor,EBFZ
Terence Young,Director,XXIM
Teresa Mo,Actor,CCHF
Teresa Palmer,Actor,QTNQ
Teresa Wright,Actor,"SBTC, JKBY"
Teri Garr,Actor,GPIL
Teri Hatcher,Actor,TYOQ
Terrence Howard,Actor,SVSV
Terrence Malick,Director,"ANSZ, SIVZ, WASM"
Terry George,Director,FUQU
Terry Gilliam,Actor,TRJP
Terry Gilliam,Director,"XONZ, MIUG, OKSB, LXGX"
Terry Jones,Actor,MIUG
Terry Jones,Director,TRJP
Tessa Mitchell,Actor,ASSC
Tessa Thompson,Actor,FZRG
Tesshô Genda,Actor,IAUR
Tetsurô Tanba,Actor,GYCD
Tetsuya Nakashima,Director,QTEM
Thandie Newton,Actor,"GQFE, JAQI"
Thelma Ritter,Actor,BQFJ
Theodore Liscinski,Actor,NVWH
Theodore Melfi,Director,BYYU
Thibault Verhaeghe,Actor,UOMK
Thierry Lhermitte,Actor,BACZ
Thierry van Werveke,Actor,DMIA
Thom Hoffman,Actor,EQWZ
Thomas Bo Larsen,Actor,"JNLB, TNFA, YYLG"
Thomas F. Wilson,Actor,GUJC
Thomas Jahn,Director,DMIA
Thomas Kail,Director,NWBL
Thomas Kretschmann,Actor,QLNS
Thomas Mann,Actor,TZOV
Thomas Mitchell,Actor,"CNDH, UMDA"
Thomas Turgoose,Actor,HFLQ
Thomas Vinterberg,Director,"JNLB, TNFA, YYLG"
Thomasin McKenzie,Actor,CIEG
Thora Birch,Actor,UIXI
Tigmanshu Dhulia,Actor,FOTC
Tigmanshu Dhulia,Director,OBYU
Til Schweiger,Actor,DMIA
Tilda Swinton,Actor,"HNIE, ZORC"
Tim Allen,Actor,"CXST, TNHL, GFUM, GENM"
Tim Blake Nelson,Actor,FXBK
Tim Burton,Director,"LGJM, DOQA, FBKZ"
Tim Holt,Actor,RZUM
Tim McGraw,Actor,XJKU
Tim Miller,Director,TRNC
Tim Robbins,Actor,"ZPBG, YFSH, YMFX, UPOW"
Tim Roth,Actor,"VUTR, RSNW"
Timothy Bottoms,Actor,IWPO
Timothy Hutton,Actor,SHNL
Timothy Spall,Actor,MECW
Timothée Chalamet,Actor,WULB
Tina Fey,Actor,CXYA
Tiny Sandford,Actor,TPEY
Tippi Hedren,Actor,CAMB
Tisca Chopra,Actor,SNIW
Tobey Maguire,Actor,OKSB
Toby Kebbell,Actor,PUNA
Tod Browning,Director,HPVZ
Todd Haynes,Director,YFSH
Todd Phillips,Director,"JUXX, FRJX"
Todd Solondz,Director,LMGX
Tokiko Katô,Actor,XYAI
Tom Berenger,Actor,"IEXO, ARAH"
Tom Cruise,Actor,"RHVL, PGTO, JGAE, OKSE, GZXU, GSWN, OSMQ"
Tom Guiry,Actor,TFBV
Tom Hanks,Actor,"GICZ, DFYP, LROL, UVJQ, TNHL, SELB, CXST, WVXB, KILH, XROC, BMBB, GENM, TGKX, GFUM"
Tom Hardy,Actor,"FWVN, ZEUB, HKPW, DRRQ, UZBP"
Tom Helmore,Actor,CRKK
Tom Hiddleston,Actor,CCLK
Tom Hooper,Director,GRZF
Tom Hulce,Actor,USNO
Tom McCarthy,Director,"UUWQ, LZPV, LOKC"
Tom Murray,Actor,UVRC
Tom Prior,Actor,SRDX
Tom Sizemore,Actor,"KFNL, UVJQ"
Tom Skerritt,Actor,LAAU
Tom Tykwer,Director,DOEZ
Tom Waits,Actor,ZYQH
Tom Wilkinson,Actor,"WTQC, HEPW"
Tomas Alfredson,Director,DWBL
Tomm Moore,Director,"DZHB, YMUE"
Tommy Chong,Actor,OMWK
Tommy Lee Jones,Actor,"LJGN, ZRXP"
Tomoko Yamaguchi,Actor,DPWY
Toni Collette,Actor,"ARLH, HTUH, DHHU"
Toni Servillo,Actor,TAZL
Tony Bancroft,Director,ELCR
Tony Chiu-Wai Leung,Actor,"XQYJ, CCHF, UOLD, VTDY, HUCQ"
Tony Curtis,Actor,"MWPM, VNJG"
Tony Hale,Actor,GENM
Tony Kaye,Director,"PQXI, SBLG"
Tony Lo Bianco,Actor,VIJC
Tony Moran,Actor,VKFO
Tony Roberts,Actor,RVQW
Tony Scott,Director,"RVDL, IKQY"
Tony Todd,Actor,TUEO
Topol,Actor,CKDH
Toshirô Mifune,Actor,"CIHB, EXFY, CCBG, VECC, VDGU, COBI, TFQV"
Toshirô Yanagiba,Actor,TCDV
Travis Knight,Director,ZBFB
Treat Williams,Actor,EIOC
Trevor Howard,Actor,"DTTB, OAMT"
Trevor Jack Brooks,Actor,LCFE
Trey Parker,Actor,GLRJ
Trey Parker,Director,GLRJ
Trine Dyrholm,Actor,XHOZ
Troy Duffy,Director,HZZC
Tsunehiko Kamijô,Actor,XYAI
Tsutomu Tatsumi,Actor,EETS
Tsutomu Yamazaki,Actor,"JCYS, TLVJ"
Tsuyoshi Ihara,Actor,NGZS
Tugba Sunguroglu,Actor,MZRI
Tuncel Kurtiz,Actor,HXOA
Tung Cho 'Joe' Cheung,Actor,UOLD
Tyler Hoechlin,Actor,SELB
Tyler Nilson,Director,OLJP
Tyler Perry,Actor,PRKU
Tyrone Power,Actor,SFXB
Tôru Emori,Actor,"UERH, VGOI"
Tôru Furuya,Actor,VGOI
Ugur Yücel,Actor,KPNG
Ulla Jacobsson,Actor,VSLQ
Ulrich Matthes,Actor,ADNU
Ulrich Mühe,Actor,"KZBR, KNYP"
Ulrich Thomsen,Actor,"ZAYD, TNFA"
Ulrich Tukur,Actor,"PFWH, KNYP"
Uma Thurman,Actor,"SXYG, LWHS, EOAB, NFDX"
Umesh Shukla,Director,PGWC
Val Kilmer,Actor,"IKQY, RVXJ, LKPC"
Valentin Zubkov,Actor,ZARP
Valeria Golino,Actor,"GSWN, MVKO"
Valerie Faris,Actor,ARLH
Valerie Hobson,Actor,"IMXI, MDOY"
Vanessa Redgrave,Actor,GACQ
Vanna Urbino,Actor,WXVR
Varun Sharma,Actor,FZHW
Veerle Baetens,Actor,ONJA
Vera Miles,Actor,"SMFF, BMYD, ACFP"
Verna Bloom,Actor,OMWK
Vernon Dobtcheff,Actor,PQMQ
Veronica Cartwright,Actor,LAAU
Vicellous Shannon,Actor,UBOB
Vicky Jenson,Actor,MEYL
Vicky Kaushal,Actor,"AEHF, WBLH"
Victor Buono,Actor,JLVX
Victor Fleming,Director,"QSZP, EVOS"
Victor Jory,Actor,LRHN
Victor Sjöström,Actor,EXNJ
Victor Slezak,Actor,BLIZ
Victoria Horne,Actor,PSSS
Vidya Balan,Actor,"DXVH, OISJ"
Vidya Malvade,Actor,BTSG
Viggo Mortensen,Actor,"LHMZ, YMTS, BOGV, KOJF, JZLD"
Vijay Raaz,Actor,NQZM
Vijay Sethupathi,Actor,GIEH
Vijay Varma,Actor,NQZM
Vikas Bahl,Director,NLMZ
Vikramaditya Motwane,Director,JDGU
Vin Diesel,Actor,"ZQUZ, EHNG, DQNF"
Vince Edwards,Actor,USCH
Vince Vaughn,Actor,FTTD
Vincent Cassel,Actor,"RKDV, LFZU"
Vincent D'Onofrio,Actor,ZQAY
Vincent Paronnaud,Director,QEXB
Vincent Price,Actor,RDSZ
Ving Rhames,Actor,PGTO
Vinícius de Oliveira,Actor,DXRS
Viola Davis,Actor,"WCHV, DJSE"
Virginia Cherrill,Actor,FUPZ
Virginia Mayo,Actor,FVLW
Vishal Bhardwaj,Director,EYVL
Vittorio De Sica,Director,QKDM
Vivian Pickles,Actor,QAPC
Vivien Leigh,Actor,"QSZP, QJMX"
Vlad Ivanov,Actor,TBEV
Vladas Bagdonas,Actor,GJCC
Vladimir Barskiy,Actor,QHCG
Vladimir Garin,Actor,WMCK
Vladimir Vdovichenkov,Actor,SQHR
Vladislav Dvorzhetskiy,Actor,TNAU
Véra Clouzot,Actor,UAWM
W.S. Van Dyke,Director,SYBH
Wagner Moura,Actor,"TCNI, FVMO"
Wah Yuen,Actor,QRJX
Wallace Ford,Actor,"HPVZ, PSSS"
Walter Brennan,Actor,DPNB
Walter Catlett,Actor,RIEV
Walter Connolly,Actor,DQZJ
Walter Hampden,Actor,ZKVS
Walter Hill,Director,PAJU
Walter Huston,Actor,RZUM
Walter Matthau,Actor,"PMLP, DABP, RSMM, RWXE"
Walter Salles,Director,"DXRS, OMHZ"
Walter Slezak,Actor,AWEI
Walton Goggins,Actor,POEB
Ward Bond,Actor,"SMFF, OYBJ"
Warren Beatty,Actor,TYBZ
Warren Clarke,Actor,ELXV
Warren Oates,Actor,"RWTJ, SIVZ"
Wendee Lee,Actor,JIZR
Wendell Corey,Actor,BQFJ
Wendy Crewson,Actor,UJQD
Wendy Hiller,Actor,ZSBF
Werner Herzog,Director,"UNWD, XXIC"
Werner Krauss,Actor,OWFI
Wes Anderson,Director,"YDQA, WWHT, HLZX, YJHP, YIXN, RGNH"
Wes Bentley,Actor,UIXI
Wesley Addy,Actor,JLVX
Whoopi Goldberg,Actor,KPGV
Wil Johnson,Actor,XHOZ
Wil Wheaton,Actor,VEPA
Wiley Wiggins,Actor,"LCFE, PSVZ"
Wilford Brimley,Actor,HKAI
Wilfrid Hyde-White,Actor,EMHS
Will Ferrell,Actor,NEFC
Will Forte,Actor,BAMY
Will Patton,Actor,QAGH
Will Poulter,Actor,UZBP
Will Smith,Actor,"GQFE, CCCT"
Willem Dafoe,Actor,"HZZC, JMDS, ARAH, PDLC, MAPQ"
William Atherton,Actor,RHVL
William Bendix,Actor,AWEI
William Daniels,Actor,FVNM
William Friedkin,Director,"POCR, VIJC"
William H. Lynn,Actor,PSSS
William H. Macy,Actor,FCIY
William Harrigan,Actor,ZOXL
William Hickey,Actor,NUJA
William Holden,Actor,"ZKVS, XIYJ, PQEI, IXOP, ECCA, XIAN"
William Hurt,Actor,GTFE
William Keighley,Actor,LPJO
William Powell,Actor,SYBH
William Sadler,Actor,YMFX
William Shatner,Actor,PVIC
William Sylvester,Actor,JGSD
William Wyler,Director,"JKBY, YYLN, XQGP"
Wilson Yip,Director,PHZE
Wim Wenders,Director,"HLXE, JRKT"
Winona Ryder,Actor,"FBKZ, RKDV, YOEI"
Wladyslaw Kowalski,Actor,VDFG
Wolfgang Becker,Director,PLJU
Wolfgang Lukschy,Actor,YGJM
Wolfgang Petersen,Director,DJJD
Wolfgang Reitherman,Director,CULF
Won Bin,Actor,"WZKC, ZHSU, HZPM"
Wood Harris,Actor,QAGH
Woody Allen,Actor,"OJCX, CYKW, HAZA, LLOW, RVQW"
Woody Allen,Director,"OJCX, HAZA, IEJJ, RVQW, CYKW, LLOW, FTZL, IZJX, LFGR"
Woody Harrelson,Actor,"JCTT, JHVI, CCCT"
Wotan Wilke Möhring,Actor,CPHB
Xavier Dolan,Director,VMIR
Xolani Mali,Actor,FUQU
Yacef Saadi,Actor,EEAU
Yalitza Aparicio,Actor,LNLD
Yami Gautam,Actor,"NUUM, WBLH"
Yann Samuell,Director,UOMK
Yash,Actor,MISJ
Yash Chopra,Director,WXXJ
Yasujirô Ozu,Director,PTZW
Yasuo Yamada,Actor,WMZT
Yavuz Turgul,Director,KPNG
Yayan Ruhian,Actor,QHDY
Yeong-hie Seo,Actor,PAID
Yeong-su Oh,Actor,XYGY
Yesim Salkim,Actor,KPNG
Yilmaz Erdogan,Actor,"AQMN, UAPX"
Yilmaz Erdogan,Director,AQMN
Yimou Zhang,Director,"VTDY, CSJX"
Yoko Honna,Actor,"TCDV, XNCG"
Yong Dong,Actor,MHDQ
Yoo Ji-Tae,Actor,RBJG
Yoo-Jeong Kim,Actor,PAID
Yordanos Shiferaw,Actor,GVUE
Yoshiaki Kawajiri,Director,"JIZR, QTFJ"
Yoshiaki Umegaki,Actor,UERH
Yoshifumi Kondô,Director,XNCG
Yoshiko Shinohara,Actor,EETS
Yoshino Kimura,Actor,QTEM
Yoshiyuki Takei,Actor,WCCG
You Ge,Actor,ZERW
Yukiko Shimazaki,Actor,VECC
Yukito Nishii,Actor,"NHRO, QTEM"
Yul Brynner,Actor,"MSKC, CUKO"
Yun Qu,Actor,MHDQ
Yun-Fat Chow,Actor,"XJGG, CCHF, LPXU"
Yuriko Ishida,Actor,NCYC
Yutaka Sada,Actor,CIHB
Yves Montand,Actor,KFOZ
Yvonne Furneaux,Actor,"VMOZ, CFGX"
Yôji Matsuda,Actor,NCYC
Yôjirô Takita,Director,JCYS
Yôko Tsukasa,Actor,TFQV
Yû Kashii,Actor,WYJB
Yûko Miyamura,Actor,VFAY
Yûko Tanaka,Actor,NCYC
Yûnosuke Itô,Actor,VDGU
Zac Mattoon O'Brien,Actor,PXLD
Zach Galifianakis,Actor,"FRJX, WQMF"
Zach Grenier,Actor,LPUK
Zachary Levi,Actor,EGMH
Zachary Quinto,Actor,"QCCI, CTSF"
Zack Gottsagen,Actor,OLJP
Zack Snyder,Director,"HAJR, RGPA"
Zain Al Rafeea,Actor,GVUE
Zamira Saunders,Actor,PPLX
Zarah Jane McKenzie,Actor,ARHX
Zaza Urushadze,Director,XBZS
Zazie Beetz,Actor,JUXX
Zbigniew Zamachowski,Actor,"ANPP, VPSQ"
Zeppo Marx,Actor,ARJC
Ziyi Zhang,Actor,"VTDY, XJGG"
Zoe Saldana,Actor,"EHNG, QCCI, ZQUZ, AOYO"
Zooey Deschanel,Actor,QBSK
Zoya Akhtar,Director,"NQZM, IZTU"
Zoë Kravitz,Actor,FWVN
Álvaro Guerrero,Actor,JPZL
Çagan Irmak,Director,HPTU
Çetin Tekindor,Actor,"TCYD, HPTU"
Émile Vallée,Actor,YGBT
Éric Toledano,Actor,NYMX
Ömer Faruk Sorak,Actor,AQMN
Ömer Faruk Sorak,Director,IBKD
Özge Özberk,Actor,IBKD
